Taxon_name,Pop_ID,Sample_name,Country,Pool_Size,Lat,Long,Alt,Author,Data_type,
Boechera stricta,,Bstricta_RP251,USA,,44.7414,-114.2641,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP256,USA,,44.727,-114.6374,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP258,USA,,44.6225,-114.5137,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP259,USA,,44.6211,-114.5079,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP260,USA,,44.3547,-113.3288,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP264,USA,,44.5897,-114.448,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP266,USA,,44.3051,-113.3128,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP311,USA,,44.187667,-113.753333,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP312,USA,,44.18955,-113.743433,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP313,USA,,44.188417,-113.74665,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP314,USA,,44.18378,-113.72662,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP316,USA,,44.19465,-113.741267,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP317,USA,,44.181767,-113.75175,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP319,USA,,44.17648,-113.77137,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP320,USA,,44.1727,-113.77018,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP321,USA,,44.1972,-113.7568,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP322,USA,,44.185167,-113.766,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP323,USA,,44.179833,-113.775167,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP476,USA,,44.2524,-113.12078,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP477,USA,,44.58915,-113.45617,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP616,USA,,44.40283,-114.38317,,Mitchell-Olds,WGS,
